(1, (67, 52, 33))
(1, (92, 65, 36))
(1, (119, 80, 49))
(1, (100, 71, 41))
(1, (125, 87, 38))
(1, (91, 71, 36))
(1, (84, 65, 35))
(1, (81, 65, 42))
(1, (75, 65, 38))
(1, (80, 65, 42))
(2, (77, 65, 39))
(1, (70, 57, 38))
(1, (59, 51, 38))
(1, (58, 52, 40))
(2, (64, 49, 42))
(1, (64, 49, 44))
(3, (82, 64, 62))
(1, (85, 67, 63))
(1, (82, 64, 62))
(1, (81, 64, 57))
(2, (82, 67, 62))
(1, (94, 81, 73))
(1, (113, 112, 82))
(1, (106, 98, 59))
(1, (110, 103, 59))
(1, (139, 128, 98))
(1, (133, 116, 100))
(2, (131, 117, 104))
(2, (141, 125, 110))
(2, (141, 129, 115))
(1, (145, 131, 120))
(3, (131, 114, 104))
(1, (99, 87, 73))
(1, (69, 52, 45))
(1, (69, 48, 43))
(1, (57, 39, 39))
(1, (54, 39, 36))
(2, (64, 49, 44))
(1, (65, 51, 38))
(1, (69, 51, 39))
(2, (87, 73, 44))
(1, (95, 81, 44))
(1, (111, 95, 62))
(1, (100, 80, 55))
(1, (83, 64, 50))
(1, (52, 35, 25))
(1, (41, 32, 25))
(1, (76, 54, 41))
(1, (111, 87, 51))
(1, (83, 68, 49))
(1, (104, 87, 61))
(2, (116, 103, 68))
(1, (91, 80, 62))
(1, (99, 80, 65))
(1, (81, 64, 57))
(2, (83, 69, 60))
(5, (69, 54, 51))
(2, (83, 64, 58))
(3, (87, 70, 63))
(1, (76, 65, 59))
(3, (85, 70, 65))
(4, (76, 65, 61))
(1, (78, 65, 59))
(3, (83, 70, 62))
(1, (97, 80, 72))
(1, (100, 80, 71))
(2, (104, 86, 76))
(1, (101, 87, 76))
(9, (99, 87, 75))
(2, (101, 87, 76))
(2, (98, 86, 74))
(1, (100, 86, 75))
(6, (107, 93, 82))
(1, (116, 99, 89))
(11, (115, 101, 90))
(1, (115, 103, 91))
(2, (113, 101, 89))
(1, (88, 70, 60))
(3, (79, 65, 52))
(1, (79, 65, 54))
(3, (111, 103, 100))
(1, (142, 144, 143))
(2, (140, 144, 143))
(2, (156, 157, 159))
(1, (147, 145, 146))
(1, (139, 128, 126))
(1, (142, 118, 114))
(2, (144, 113, 108))
(1, (154, 115, 108))
(3, (154, 114, 112))
(3, (146, 113, 108))
(1, (166, 144, 130))
(1, (195, 176, 169))
(1, (208, 189, 182))
(1, (201, 192, 183))
(9, (200, 193, 185))
(3, (202, 193, 186))
(2, (206, 197, 190))
(3, (181, 178, 169))
(3, (194, 187, 179))
(2, (196, 183, 177))
(1, (191, 178, 170))
(1, (173, 160, 154))
(1, (156, 129, 122))
(1, (142, 112, 104))
(1, (146, 105, 101))
(4, (146, 113, 108))
(1, (145, 114, 109))
(1, (147, 114, 109))
(1, (152, 114, 111))
(1, (148, 113, 109))
(4, (149, 111, 108))
(1, (148, 115, 110))
(1, (146, 113, 106))
(1, (151, 118, 109))
(1, (165, 127, 124))
(1, (166, 128, 125))
(2, (162, 128, 126))
(1, (151, 113, 112))
(1, (151, 113, 110))
(2, (165, 112, 98))
(1, (165, 123, 85))
(1, (163, 132, 88))
(1, (152, 129, 79))
(1, (149, 130, 74))
(1, (150, 136, 75))
(1, (144, 129, 74))
(3, (131, 112, 70))
(2, (125, 103, 79))
(1, (125, 103, 82))
(1, (124, 98, 85))
(2, (116, 86, 76))
(2, (117, 87, 77))
(1, (118, 87, 82))
(3, (119, 96, 80))
(1, (133, 96, 78))
(1, (137, 112, 71))
(1, (138, 117, 62))
(1, (127, 103, 57))
(1, (150, 129, 74))
(1, (143, 128, 69))
(1, (126, 103, 61))
(1, (119, 101, 79))
(2, (141, 112, 104))
(1, (144, 120, 120))
(1, (144, 120, 118))
(1, (153, 129, 119))
(1, (134, 112, 98))
(1, (108, 87, 70))
(1, (96, 80, 64))
(2, (115, 102, 70))
(2, (131, 112, 79))
(1, (144, 125, 92))
(2, (139, 120, 90))
(1, (138, 114, 90))
(1, (131, 101, 90))
(1, (127, 98, 82))
(1, (101, 80, 75))
(1, (103, 80, 74))
(1, (94, 73, 68))
(1, (99, 80, 76))
(1, (99, 80, 74))
(1, (99, 80, 73))
(1, (103, 80, 72))
(1, (103, 80, 72))
(1, (102, 80, 67))
(1, (84, 64, 65))
(2, (88, 65, 57))
(1, (83, 64, 57))
(1, (96, 71, 66))
(1, (109, 79, 71))
(2, (100, 71, 65))
(2, (100, 71, 65))
(1, (104, 71, 64))
(1, (117, 80, 74))
(1, (117, 80, 72))
(1, (100, 71, 65))
(2, (124, 87, 78))
(2, (120, 87, 78))
(2, (120, 87, 80))
(1, (113, 80, 73))
(2, (114, 85, 77))
(1, (110, 87, 79))
(4, (104, 79, 74))
(1, (113, 80, 71))
(1, (114, 80, 70))
(1, (119, 79, 71))
(3, (112, 71, 65))
(1, (99, 64, 58))
(1, (104, 71, 62))
(1, (100, 80, 71))
(2, (124, 102, 91))
(1, (134, 112, 98))
(2, (124, 102, 91))
(1, (102, 80, 69))
(3, (94, 65, 57))
(1, (88, 65, 59))
(1, (103, 80, 72))
(3, (126, 103, 95))
(1, (130, 107, 99))
(3, (123, 103, 92))
(1, (114, 96, 84))
(5, (111, 95, 82))
(1, (115, 103, 87))
(1, (142, 128, 117))
(1, (161, 144, 134))
(4, (182, 159, 153))
(6, (178, 161, 153))
(1, (172, 147, 143))
(1, (157, 131, 130))
(1, (142, 114, 113))
(1, (142, 114, 110))
(2, (144, 120, 118))
(1, (148, 120, 117))
(2, (147, 113, 112))
(2, (132, 98, 96))
(3, (122, 87, 81))
(1, (113, 80, 73))
(3, (118, 87, 82))
(1, (126, 103, 95))
(1, (126, 95, 90))
(2, (112, 87, 82))
(1, (136, 111, 107))
(1, (113, 80, 75))
(1, (120, 87, 82))
(3, (115, 80, 74))
(2, (113, 80, 73))
(3, (116, 86, 78))
(1, (117, 80, 74))
(1, (126, 87, 80))
(1, (129, 88, 84))
(1, (108, 71, 63))
(1, (108, 69, 64))
(1, (108, 71, 65))
(2, (112, 69, 63))
(1, (116, 71, 66))
(1, (100, 55, 52))
(1, (105, 55, 54))
(1, (104, 55, 50))
(3, (100, 55, 49))
(2, (98, 55, 49))
(1, (96, 55, 51))
(10, (96, 55, 49))
(5, (96, 55, 49))
(1, (102, 64, 53))
(2, (102, 64, 53))
(1, (115, 80, 60))
(1, (98, 80, 56))
(2, (91, 81, 54))
(1, (86, 81, 51))
(1, (83, 81, 42))
(1, (95, 97, 58))
(1, (150, 145, 115))
(1, (166, 160, 136))
(1, (190, 179, 159))
(3, (191, 179, 163))
(2, (173, 160, 128))
(2, (159, 145, 100))
(2, (155, 145, 96))
(3, (179, 157, 120))
(4, (180, 157, 123))
(1, (184, 159, 128))
(6, (182, 157, 126))
(1, (186, 157, 125))
(2, (180, 147, 112))
(3, (178, 147, 116))
(3, (183, 153, 125))
(1, (184, 157, 136))
(1, (187, 159, 145))
(1, (171, 144, 123))
(2, (171, 144, 117))
(1, (172, 146, 121))
(1, (170, 144, 121))
(1, (170, 139, 118))
(1, (157, 129, 108))
(1, (151, 120, 102))
(1, (151, 120, 102))
(1, (149, 113, 101))
(1, (130, 98, 85))
(5, (129, 101, 87))
(4, (124, 95, 81))
(2, (128, 96, 81))
(3, (128, 96, 83))
(2, (128, 96, 81))
(1, (130, 96, 84))
(1, (123, 87, 75))
(8, (122, 86, 74))
(2, (123, 87, 75))
(2, (133, 99, 87))
(4, (128, 96, 83))
(1, (118, 85, 76))
(3, (114, 80, 68))
(4, (112, 80, 67))
(2, (116, 87, 73))
(2, (148, 129, 122))
(4, (169, 160, 153))
(2, (193, 192, 188))
(3, (201, 201, 199))
(20, (203, 203, 203))
(1, (203, 203, 203))
(8, (197, 197, 195))
(3, (182, 179, 174))
(1, (171, 160, 154))
(1, (164, 147, 140))
(1, (116, 87, 71))
(1, (116, 80, 64))
(1, (117, 80, 62))
(1, (121, 84, 68))
(1, (118, 87, 69))
(1, (126, 93, 76))
(1, (128, 97, 76))
(1, (128, 96, 73))
(1, (131, 96, 77))
(1, (131, 96, 76))
(1, (127, 87, 75))
(1, (116, 80, 66))
(3, (80, 48, 37))
(1, (80, 48, 37))
(1, (114, 80, 68))
(2, (121, 85, 71))
(2, (133, 96, 77))
(1, (125, 82, 65))
(1, (99, 64, 45))
(3, (82, 48, 36))
(3, (57, 32, 25))
(1, (68, 39, 31))
(5, (66, 39, 30))
(1, (73, 49, 37))
(1, (88, 65, 59))
(3, (99, 80, 74))
(1, (122, 101, 96))
(1, (157, 127, 125))
(2, (157, 129, 126))
(4, (162, 147, 140))
(2, (162, 153, 144))
(3, (168, 155, 147))
(14, (164, 153, 147))
(4, (162, 153, 148))
(2, (167, 159, 156))
(1, (171, 161, 160))
(1, (168, 160, 158))
(13, (168, 160, 157))
(1, (168, 159, 154))
(2, (166, 157, 152))
(3, (159, 151, 148))
(3, (150, 145, 142))
(2, (146, 137, 130))
(1, (154, 129, 124))
(1, (158, 129, 125))
(1, (163, 132, 127))
(1, (166, 137, 133))
(1, (164, 130, 128))
(1, (164, 131, 126))
(1, (163, 132, 129))
(6, (166, 137, 131))
(2, (164, 137, 128))
(1, (169, 145, 133))
(4, (172, 145, 134))
(1, (173, 147, 134))
(1, (166, 144, 133))
(1, (164, 144, 133))
(1, (164, 147, 139))
(3, (165, 160, 156))
(1, (165, 160, 157))
(3, (180, 171, 166))
(14, (182, 175, 169))
(4, (188, 181, 175))
(1, (192, 185, 179))
(6, (194, 187, 179))
(5, (198, 189, 184))
(3, (200, 191, 186))
(12, (200, 189, 183))
(7, (194, 185, 180))
(1, (178, 178, 178))
(2, (182, 183, 185))
(1, (186, 187, 191))
(1, (184, 185, 189))
(2, (178, 179, 181))
(8, (173, 173, 175))
(11, (173, 173, 175))
(3, (181, 179, 182))
(18, (185, 183, 184))
(1, (183, 181, 182))
(1, (149, 146, 139))
(1, (135, 128, 118))
(2, (113, 103, 93))
(1, (79, 70, 61))
(1, (66, 64, 52))
(1, (71, 64, 54))
(2, (87, 80, 70))
(2, (96, 87, 78))
(5, (95, 87, 76))
(1, (99, 89, 79))
(3, (70, 64, 50))
(1, (72, 63, 48))
(1, (69, 57, 45))
(3, (57, 48, 41))
(3, (40, 35, 31))
(2, (35, 32, 25))
(1, (42, 35, 29))
(1, (57, 50, 40))
(1, (57, 48, 39))
(1, (70, 60, 50))
(3, (74, 70, 59))
(1, (84, 80, 68))
(1, (91, 87, 75))
(1, (100, 96, 84))
(3, (107, 103, 91))
(2, (109, 103, 91))
(1, (118, 112, 98))
(3, (118, 112, 98))
(11, (125, 119, 107))
(1, (125, 119, 105))
(3, (130, 127, 112))
(1, (139, 133, 119))
(1, (136, 130, 114))
(2, (148, 143, 124))
(2, (147, 141, 125))
(2, (138, 133, 114))
(4, (131, 128, 113))
